context,label
"<0&nbsp;m971-8131福島県いわき市常磐上矢田町戸石9-1電話番号0246-46-0015営業時間07:00～23:00定休日不定休アクセスバス上矢田（福島県）（新常磐交通）徒歩3分車常磐自動車道い
<営業時間は?",07:00～23:00
"<合がございます。お車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<プグッズコーヒー器具Home店舗検索栃木県佐野市イオンモール佐野新都市店イオンモール佐野新都市店臨時営業時間のお知らせ2023年12月19日～2023年12月30日営業時間：10:00～21:002023年1
<営業時間は?",
"<327-0821栃木県佐野市高萩町1324-1イオンモール佐野新都市電話番号0283-20-4128営業時間09:00～21:00定休日不定休アクセス電車佐野市駅（東武鉄道）徒歩46分佐野駅／南口（ＪＲ東日本
<営業時間は?",09:00～21:00
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<マインズタワー店新宿マインズタワー店臨時休業のお知らせ2023年12月30日～2024年1月3日臨時営業時間のお知らせ2023年12月29日営業時間：08:00～18:002024年1月4日営業時間：08:0
<営業時間は?",
"<m151-0053東京都渋谷区代々木2-1-1新宿マインズタワー1F電話番号03-3373-3370営業時間月～金：07:00～20:30土日祝：08:00～20:30定休日不定休アクセス電車新宿駅／A1口（
<営業時間は?",月～金：07:00～20:30土日祝：08:00～20:30
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<ップグッズコーヒー器具Home店舗検索千葉県千葉市中央区そごう千葉ジュンヌ店そごう千葉ジュンヌ店臨時営業時間のお知らせ2023年12月31日営業時間：08:00～20:002024年1月1日営業時間：10:0
<営業時間は?",
"<m260-0028千葉県千葉市中央区新町1001そごう千葉店ジュンヌ電話番号043-245-2533営業時間月～金：07:00～21:30土日祝：08:00～21:30定休日不定休アクセス電車京成千葉駅／東口
<営業時間は?",月～金：07:00～21:30土日祝：08:00～21:30
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<;マグカップグッズコーヒー器具Home店舗検索東京都港区アクアシティお台場店アクアシティお台場店臨時営業時間のお知らせ2023年12月31日営業時間：09:00～22:00アクアシティお台場店地図©ZENRI
<営業時間は?",
"<-0091東京都港区台場1-7-1（区番R306）アクアシティお台場電話番号03-5564-2010営業時間09:00～22:30定休日不定休アクセス電車台場駅／北口（ゆりかもめ）徒歩6分お台場海浜公園駅／北
<営業時間は?",09:00～22:30
"<ださい。サービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<e店舗検索神奈川県横浜市西区横浜ジョイナス店横浜ジョイナス店臨時休業のお知らせ2024年1月1日臨時営業時間のお知らせ2023年12月31日営業時間：07:00～19:002024年1月2日営業時間：10:0
<営業時間は?",
"<sp;m220-0005神奈川県横浜市西区南幸1-4ジョイナスB1F電話番号045-315-0300営業時間07:00～22:00定休日不定休アクセス電車横浜駅／7番口（東急電鉄、横浜市交通局、ＪＲ東日本、京
<営業時間は?",07:00～22:00
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<タンブラー&amp;マグカップグッズコーヒー器具Home店舗検索福井県敦賀市敦賀駅前店敦賀駅前店臨時営業時間のお知らせ2023年12月31日営業時間：08:00～21:002024年1月1日～2024年1月3
<営業時間は?",
"<.100&nbsp;m914-0055福井県敦賀市鉄輪町1-3-40電話番号0770-47-6356営業時間08:00～22:00定休日不定休アクセス電車敦賀駅（ＪＲ西日本）徒歩5分西敦賀駅（ＪＲ西日本）徒歩
<営業時間は?",08:00～22:00
"<&amp;Payお車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<京都港区六本木ヒルズメトロハット／ハリウッドプラザ店六本木ヒルズメトロハット／ハリウッドプラザ店臨時営業時間のお知らせ2023年12月22日～2023年12月25日営業時間：07:00～22:002023年1
<営業時間は?",
"<6-0032東京都港区六本木6-4-1メトロハット/ハリウッドプラザ電話番号03-3403-7716営業時間07:00～22:30定休日不定休アクセス電車六本木駅／1c口（東京地下鉄（メトロ）、東京都交通局）
<営業時間は?",07:00～22:30
"<ださい。サービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<amp;マグカップグッズコーヒー器具Home店舗検索大阪府和泉市ららぽーと和泉店ららぽーと和泉店臨時営業時間のお知らせ2023年12月23日～2023年12月30日営業時間：10:00～21:002023年1
<営業時間は?",
"<.200&nbsp;m594-1157大阪府和泉市あゆみ野4-4-7電話番号0725-51-2470営業時間10:00～20:00定休日不定休アクセス電車和泉中央駅（泉北高速鉄道）徒歩45分和泉中央駅（泉北高
<営業時間は?",10:00～20:00
"<ださい。サービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<&amp;マグカップグッズコーヒー器具Home店舗検索神奈川県横浜市中区関内馬車道店関内馬車道店臨時営業時間のお知らせ2023年12月31日営業時間：08:00～20:002024年1月1日～2024年1月2
<営業時間は?",
"<p;m231-0014神奈川県横浜市中区常盤町4-45アートビル1F電話番号045-664-9099営業時間07:00～22:00定休日不定休アクセス電車関内駅／9番口（ＪＲ東日本、横浜市交通局）徒歩4分馬車
<営業時間は?",07:00～22:00
"<リバリーサービスMobileOrder&amp;Pay※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<タンブラー&amp;マグカップグッズコーヒー器具Home店舗検索長野県上田市上田中央店上田中央店臨時営業時間のお知らせ2023年12月31日～2024年1月1日営業時間：07:00～22:00上田中央店地図©
<営業時間は?",
"<.200&nbsp;m386-0011長野県上田市中央北1-6-34電話番号0268-75-5091営業時間07:00～23:00定休日不定休アクセス電車上田駅／お城口（ＪＲ東日本、しなの鉄道、上田電鉄）徒歩
<営業時間は?",07:00～23:00
"<合がございます。お車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<カップグッズコーヒー器具Home店舗検索福岡県福岡市東区ボックスタウン箱崎店ボックスタウン箱崎店臨時営業時間のお知らせ2023年12月31日営業時間：07:30～22:00ボックスタウン箱崎店地図©ZENRI
<営業時間は?",
"<m812-0053福岡県福岡市東区箱崎4-6-20ボックスタウン箱崎電話番号092-643-8281営業時間07:30～23:00定休日不定休アクセス電車箱崎宮前駅／3番口（福岡市交通局）徒歩8分箱崎九大前駅
<営業時間は?",07:30～23:00
"<&amp;Payお車でも便利なドライブスルー店舗です。※台風、その他災害等により、予告なく臨時休業や営業時間を変更をさせて頂くことがありますが、あらかじめご了承下さい。※在庫・販売状況について、お電話でのお問
<営業時間は?",
"<グカップグッズコーヒー器具Home店舗検索石川県かほく市イオンモールかほく店イオンモールかほく店臨時営業時間のお知らせ2023年12月31日営業時間：10:00～20:002024年1月1日営業時間：09:0
<営業時間は?",
